team,game,desc,date,opp,all_gf,all_ga,length,pts,sit,toi,gf,ga,cf,ca,ff,fa,sf,sa
sharks,29,Sharks 3 at Hurricanes 5,2013-12-06,hurricanes,3,5,reg,0,5v5,53.1,3,4,51,61,30,43,22,31
sharks,30,Sharks 1 at Wild 3,2013-12-08,wild,1,3,reg,0,5v5,46.0,0,2,47,30,34,19,25,12
sharks,31,Islanders 3 at Sharks 2 (SO),2013-12-10,islanders,2,3,SO,1,5v5,51.7,1,1,70,50,52,30,38,23
sharks,32,Wild 1 at Sharks 3,2013-12-12,wild,3,1,reg,2,5v5,39.4,0,1,32,45,28,33,18,24
sharks,33,Sharks 2 at Predators 3,2013-12-14,predators,2,3,reg,0,5v5,50.1,1,2,45,32,35,23,28,18
sharks,34,Sharks 4 at Blues 2,2013-12-17,blues,4,2,reg,2,5v5,46.8,4,1,37,41,30,24,22,14
sharks,35,Sharks 1 at Kings 4,2013-12-19,kings,1,4,reg,0,5v5,46.5,1,4,34,54,28,42,20,29
sharks,36,Stars 2 at Sharks 3 (SO),2013-12-21,stars,3,2,SO,2,5v5,50.0,2,2,45,60,35,50,28,38
sharks,37,Avalanche 4 at Sharks 5 (SO),2013-12-23,avalanche,5,4,SO,2,5v5,51.0,1,2,67,50,47,31,33,23
sharks,38,Sharks 4 at Coyotes 3 (SO),2013-12-27,coyotes,4,3,SO,2,5v5,50.3,2,2,50,51,33,38,23,29
sharks,39,Ducks 1 at Sharks 3,2013-12-29,ducks,3,1,reg,2,5v5,53.1,3,1,48,68,35,39,23,30
sharks,40,Sharks 3 at Ducks 6,2013-12-31,ducks,3,6,reg,0,5v5,44.4,0,4,43,47,33,37,23,33
sharks,41,Oilers 1 at Sharks 5,2014-01-02,oilers,5,1,reg,2,5v5,47.8,5,1,55,34,44,26,33,17
sharks,42,Sharks 3 at Avalanche 4,2014-01-04,avalanche,3,4,reg,0,5v5,47.6,1,3,48,27,32,22,23,16
sharks,43,Sharks 3 at Blackhawks 2 (SO),2014-01-05,blackhawks,3,2,SO,2,5v5,58.0,2,2,55,52,41,39,35,32
sharks,44,Sharks 2 at Predators 3,2014-01-07,predators,2,3,reg,0,5v5,47.4,0,3,42,42,30,36,21,26
sharks,45,Red Wings 1 at Sharks 4,2014-01-09,wings,4,1,reg,2,5v5,45.1,3,1,44,43,36,28,20,22
sharks,46,Bruins 1 at Sharks 0,2014-01-11,bruins,0,1,reg,0,5v5,50.6,0,1,56,48,41,30,23,17
sharks,47,Sharks 2 at Capitals 1 (SO),2014-01-14,capitals,2,1,SO,2,5v5,56.8,1,1,52,61,36,41,26,31
sharks,48,Sharks 3 at Panthers 0,2014-01-16,panthers,3,0,reg,2,5v5,47.5,3,0,47,35,43,27,31,21
sharks,49,Sharks 5 at Lightning 4,2014-01-18,lightning,5,4,reg,2,5v5,52.6,3,2,50,50,39,39,29,24
sharks,50,Flames 2 at Sharks 3,2014-01-20,flames,3,2,reg,2,5v5,58.1,2,2,57,54,36,31,26,23
sharks,51,Jets 0 at Sharks 1,2014-01-23,jets,1,0,reg,2,5v5,47.2,1,0,60,35,46,25,28,15
sharks,52,Wild 2 at Sharks 3 (OT),2014-01-25,wild,3,2,OT,2,5v5,53.9,2,2,61,38,40,28,28,17
sharks,53,Kings 1 at Sharks 0,2014-01-27,kings,0,1,reg,0,5v5,40.3,0,1,43,40,23,21,18,13
sharks,54,Sharks 0 at Oilers 3,2014-01-29,oilers,0,3,reg,0,5v5,49.0,0,2,83,26,66,21,50,21
sharks,55,Sharks 1 at Flames 4,2014-01-30,flames,1,4,reg,0,5v5,53.1,1,3,45,47,34,36,23,28
sharks,56,Blackhawks 1 at Sharks 2 (SO),2014-02-01,blackhawks,2,1,SO,2,5v5,44.4,0,0,34,50,26,36,20,24
sharks,57,Flyers 5 at Sharks 2,2014-02-03,flyers,2,5,reg,0,5v5,47.7,1,4,33,55,19,38,14,26
sharks,58,Stars 1 at Sharks 2 (OT),2014-02-05,stars,2,1,OT,2,5v5,51.9,1,1,50,38,32,24,18,18
sharks,59,Blue Jackets 2 at Sharks 3,2014-02-07,jackets,3,2,reg,2,5v5,41.1,3,2,58,30,49,21,37,12
sharks,60,Sharks 7 at Flyers 3,2014-02-27,flyers,7,3,reg,2,5v5,43.7,5,3,43,36,34,29,18,24
sharks,61,Sharks 2 at Sabres 4,2014-02-28,sabres,2,4,reg,0,5v5,50.4,1,2,58,34,45,24,32,14
sharks,62,Sharks 4 at Devils 2,2014-03-02,devils,4,2,reg,2,5v5,48.0,4,2,27,27,22,26,21,20
sharks,63,Hurricanes 3 at Sharks 2 (OT),2014-03-04,hurricanes,2,3,OT,1,5v5,55.7,2,2,68,54,52,40,36,29
sharks,64,Penguins 3 at Sharks 5,2014-03-06,penguins,5,3,reg,2,5v5,42.7,3,1,45,39,35,22,27,17
sharks,65,Canadiens 0 at Sharks 4,2014-03-08,canadiens,4,0,reg,2,5v5,40.3,3,0,46,32,38,22,27,17
sharks,66,Maple Leafs 2 at Sharks 6,2014-03-11,leafs,6,2,reg,2,5v5,46.5,6,1,77,27,58,20,42,16
sharks,67,Sharks 4 at Blue Jackets 3 (SO),2014-03-13,jackets,4,3,SO,2,5v5,50.8,2,2,37,55,27,40,22,31
sharks,68,Sharks 4 at Islanders 3,2014-03-14,islanders,4,3,reg,2,5v5,56.3,4,2,45,52,36,41,23,31
sharks,69,Sharks 1 at Rangers 0,2014-03-16,rangers,1,0,reg,2,5v5,51.3,0,0,47,62,30,46,23,35
sharks,70,Panthers 3 at Sharks 2,2014-03-18,panthers,2,3,reg,0,5v5,44.8,1,3,65,37,49,28,36,23
sharks,71,Ducks 2 at Sharks 3,2014-03-20,ducks,3,2,reg,2,5v5,51.6,2,1,54,36,43,23,25,14
sharks,72,Capitals 3 at Sharks 2 (SO),2014-03-22,capitals,2,3,SO,1,5v5,47.8,2,2,46,44,33,27,25,17
sharks,73,Sharks 1 at Flames 2 (SO),2014-03-24,flames,1,2,SO,1,5v5,49.9,1,1,56,32,42,25,26,22
sharks,74,Sharks 5 at Oilers 2,2014-03-25,oilers,5,2,reg,2,5v5,54.3,2,2,52,54,38,35,29,28
sharks,75,Jets 4 at Sharks 3,2014-03-27,jets,3,4,reg,0,5v5,43.8,1,2,39,55,28,39,19,25
sharks,76,Sharks 2 at Avalanche 3,2014-03-29,avalanche,2,3,reg,0,5v5,45.8,1,1,67,26,48,23,36,17
sharks,77,Oilers 4 at Sharks 5,2014-04-01,oilers,5,4,reg,2,5v5,38.6,3,3,37,31,27,23,19,16
sharks,78,Kings 1 at Sharks 2,2014-04-03,kings,2,1,reg,2,5v5,44.2,1,1,42,59,27,38,18,16
sharks,79,Predators 3 at Sharks 0,2014-04-05,predators,0,3,reg,0,5v5,51.9,0,3,60,41,46,32,31,23
sharks,80,Sharks 2 at Ducks 5,2014-04-09,ducks,2,5,reg,0,5v5,43.9,2,4,46,48,36,38,23,22
sharks,81,Avalanche 1 at Sharks 5,2014-04-11,avalanche,5,1,reg,2,5v5,51.9,4,1,50,40,39,32,25,28
sharks,82,Sharks 3 at Coyotes 2,2014-04-12,coyotes,3,2,reg,2,5v5,53.5,2,2,41,60,31,43,26,29
blues,1,Predators 2 at Blues 4,2013-10-03,predators,4,2,reg,2,5v5,45.6,2,2,36,45,30,34,22,25
blues,2,Panthers 0 at Blues 7,2013-10-05,panthers,7,0,reg,2,5v5,41.0,5,0,37,32,33,24,23,16
blues,3,Blackhawks 2 at Blues 3,2013-10-09,blackhawks,3,2,reg,2,5v5,56.0,2,0,45,47,37,34,31,25
blues,4,Rangers 3 at Blues 5,2013-10-12,rangers,5,3,reg,2,5v5,43.1,2,1,49,29,37,23,28,16
blues,5,Sharks 6 at Blues 2,2013-10-15,sharks,2,6,reg,0,5v5,42.2,2,3,44,42,30,38,19,26
blues,6,Blues 3 at Blackhawks 2 (SO),2013-10-17,blackhawks,3,2,SO,2,5v5,48.5,1,2,36,38,27,26,21,20
blues,7,Blues 3 at Jets 4 (SO),2013-10-18,jets,3,4,SO,1,5v5,51.9,3,3,51,55,36,40,28,26
blues,8,Canucks 3 at Blues 2 (OT),2013-10-25,canucks,2,3,OT,1,5v5,53.5,1,2,47,29,35,22,18,14
blues,9,Blues 6 at Predators 1,2013-10-26,predators,6,1,reg,2,5v5,47.4,4,0,48,37,41,28,26,20
blues,10,Jets 2 at Blues 3,2013-10-29,jets,3,2,reg,2,5v5,40.3,2,0,45,30,34,24,25,17
blues,11,Blues 4 at Panthers 0,2013-11-01,panthers,4,0,reg,2,5v5,48.9,3,0,40,47,30,35,19,28
blues,12,Blues 2 at Lightning 4,2013-11-02,lightning,2,4,reg,0,5v5,44.6,2,4,38,41,28,28,21,21
blues,13,Blues 3 at Canadiens 2 (SO),2013-11-05,canadiens,3,2,SO,2,5v5,50.0,2,2,63,34,32,25,26,20
blues,14,Flames 2 at Blues 3,2013-11-07,flames,3,2,reg,2,5v5,42.1,2,2,38,33,29,19,22,13
blues,15,Penguins 1 at Blues 2,2013-11-09,penguins,2,1,reg,2,5v5,49.5,2,0,46,28,38,20,26,15
blues,16,Coyotes 3 at Blues 2 (OT),2013-11-12,coyotes,2,3,OT,1,5v5,56.0,2,2,61,30,46,20,35,18
blues,17,Avalanche 3 at Blues 7,2013-11-14,avalanche,7,3,reg,2,5v5,49.2,4,2,39,37,29,28,23,18
blues,18,Hurricanes 2 at Blues 4,2013-11-16,hurricanes,4,2,reg,2,5v5,43.5,3,0,49,30,36,23,22,16
blues,19,Blues 1 at Capitals 4,2013-11-17,capitals,1,4,reg,0,5v5,46.4,0,3,59,36,46,27,32,16
blues,20,Blues 4 at Sabres 1,2013-11-19,sabres,4,1,reg,2,5v5,50.1,3,1,49,44,36,31,26,22
blues,21,Blues 3 at Bruins 2 (SO),2013-11-21,bruins,3,2,SO,2,5v5,56.0,2,2,43,59,28,38,23,27
blues,22,Stars 1 at Blues 6,2013-11-23,stars,6,1,reg,2,5v5,49.7,5,1,38,52,31,40,23,29
blues,23,Wild 0 at Blues 3,2013-11-25,wild,3,0,reg,2,5v5,47.5,2,0,46,30,34,22,16,15
blues,24,Blues 4 at Avalanche 1,2013-11-27,avalanche,4,1,reg,2,5v5,48.1,1,1,47,41,37,24,29,18
blues,25,Blues 3 at Sharks 6,2013-11-29,sharks,3,6,reg,0,5v5,37.2,0,3,36,40,21,26,12,19
blues,26,Blues 2 at Kings 3,2013-12-02,kings,2,3,reg,0,5v5,47.1,1,3,37,41,32,32,20,23
blues,27,Islanders 1 at Blues 5,2013-12-05,islanders,5,1,reg,2,5v5,42.6,2,0,32,29,26,27,18,18
blues,28,Ducks 5 at Blues 2,2013-12-07,ducks,2,5,reg,0,5v5,44.9,2,3,47,26,35,22,23,19
blues,29,Blues 2 at Jets 1,2013-12-10,jets,2,1,reg,2,5v5,46.7,1,0,43,25,25,17,13,12
blues,30,Maple Leafs 3 at Blues 6,2013-12-12,leafs,6,3,reg,2,5v5,46.7,5,3,46,28,42,20,30,16
blues,31,Blues 4 at Blue Jackets 3 (OT),2013-12-14,jackets,4,3,OT,2,5v5,42.6,2,2,46,38,32,26,26,18
blues,32,Blues 2 at Senators 3 (OT),2013-12-16,senators,2,3,OT,1,5v5,52.0,2,2,44,53,34,39,28,25
blues,33,Sharks 4 at Blues 2,2013-12-17,sharks,2,4,reg,0,5v5,46.8,1,4,41,37,24,30,14,22
blues,34,Canadiens 1 at Blues 5,2013-12-19,canadiens,5,1,reg,2,5v5,39.1,4,1,34,31,23,22,18,18
blues,35,Blues 6 at Oilers 0,2013-12-21,oilers,6,0,reg,2,5v5,44.0,5,0,41,43,28,26,24,17
blues,36,Blues 3 at Flames 4 (SO),2013-12-23,flames,3,4,SO,1,5v5,47.9,2,1,44,32,36,21,29,13
blues,37,Blackhawks 5 at Blues 6 (SO),2013-12-28,blackhawks,6,5,SO,2,5v5,52.4,4,4,54,41,38,32,21,23
blues,38,Blues 3 at Stars 2 (OT),2013-12-29,stars,3,2,OT,2,5v5,52.1,1,1,37,54,27,33,18,21
blues,39,Blues 2 at Wild 1,2013-12-31,wild,2,1,reg,2,5v5,50.7,2,0,46,52,33,29,21,21
blues,40,Kings 0 at Blues 5,2014-01-02,kings,5,0,reg,2,5v5,42.5,3,0,29,49,24,30,19,19
blues,41,Blue Jackets 2 at Blues 6,2014-01-04,jackets,6,2,reg,2,5v5,54.0,6,2,60,38,48,30,35,23
blues,42,Blues 5 at Oilers 2,2014-01-07,oilers,5,2,reg,2,5v5,53.5,2,2,48,33,35,25,23,16
blues,43,Blues 5 at Flames 0,2014-01-09,flames,5,0,reg,2,5v5,35.3,3,0,35,37,25,24,20,20
blues,44,Blues 1 at Canucks 2,2014-01-10,canucks,1,2,reg,0,5v5,52.9,1,2,49,41,37,26,29,20
blues,45,Coyotes 1 at Blues 2,2014-01-14,coyotes,2,1,reg,2,5v5,49.0,1,0,28,40,20,25,13,16
blues,46,Kings 4 at Blues 1,2014-01-16,kings,1,4,reg,0,5v5,39.5,0,2,32,29,26,25,19,22
blues,47,Ducks 3 at Blues 2,2014-01-18,ducks,2,3,reg,0,5v5,47.6,1,2,58,36,42,26,29,17
blues,48,Blues 4 at Red Wings 1,2014-01-20,wings,4,1,reg,2,5v5,43.2,2,0,36,36,28,26,20,15
blues,49,Blues 1 at Devils 7,2014-01-21,devils,1,7,reg,0,5v5,48.2,1,4,33,27,24,24,21,18
blues,50,Blues 2 at Rangers 1,2014-01-23,rangers,2,1,reg,2,5v5,48.9,1,1,45,47,30,36,21,30
blues,51,Blues 4 at Islanders 3 (SO),2014-01-25,islanders,4,3,SO,2,5v5,44.0,1,3,43,36,36,28,25,21
blues,52,Devils 0 at Blues 3,2014-01-28,devils,3,0,reg,2,5v5,45.0,1,0,38,40,26,26,19,17
blues,53,Blues 1 at Hurricanes 3,2014-01-31,hurricanes,1,3,reg,0,5v5,45.7,0,1,42,53,38,34,23,22
blues,54,Predators 3 at Blues 4 (SO),2014-02-01,predators,4,3,SO,2,5v5,52.6,2,3,48,54,35,42,26,25
blues,55,Senators 5 at Blues 4 (SO),2014-02-04,senators,4,5,SO,1,5v5,45.3,4,4,48,41,38,32,28,27
blues,56,Bruins 2 at Blues 3 (OT),2014-02-06,bruins,3,2,OT,2,5v5,44.0,2,2,30,44,25,34,18,28
blues,57,Jets 3 at Blues 4 (SO),2014-02-08,jets,4,3,SO,2,5v5,40.6,3,2,21,35,15,26,12,20
blues,58,Blues 0 at Canucks 1,2014-02-26,canucks,0,1,reg,0,5v5,44.4,0,1,38,44,29,38,15,29
blues,59,Blues 0 at Ducks 1,2014-02-28,ducks,0,1,reg,0,5v5,47.1,0,1,58,29,36,26,13,17
blues,60,Blues 4 at Coyotes 2,2014-03-02,coyotes,4,2,reg,2,5v5,50.2,3,2,41,40,37,27,24,20
blues,61,Lightning 2 at Blues 4,2014-03-04,lightning,4,2,reg,2,5v5,48.3,2,1,46,30,31,23,22,13
blues,62,Blues 2 at Predators 1,2014-03-06,predators,2,1,reg,2,5v5,48.6,2,1,27,31,25,22,18,17
blues,63,Blues 2 at Avalanche 1,2014-03-08,avalanche,2,1,reg,2,5v5,49.7,2,1,46,44,32,30,23,23
blues,64,Blues 3 at Wild 2 (SO),2014-03-09,wild,3,2,SO,2,5v5,51.6,1,2,32,38,24,31,16,18
blues,65,Stars 3 at Blues 2 (OT),2014-03-11,stars,2,3,OT,1,5v5,49.4,2,1,44,41,30,35,22,25
blues,66,Oilers 2 at Blues 6,2014-03-13,oilers,6,2,reg,2,5v5,43.5,4,2,50,29,36,20,25,16
blues,67,Blues 4 at Predators 1,2014-03-15,predators,4,1,reg,2,5v5,52.0,4,1,40,49,30,36,22,28
blues,68,Jets 1 at Blues 3,2014-03-17,jets,3,1,reg,2,5v5,49.1,1,0,52,28,38,19,22,13
blues,69,Blues 0 at Blackhawks 4,2014-03-19,blackhawks,0,4,reg,0,5v5,49.2,0,2,38,45,28,37,19,28
blues,70,Blues 1 at Flyers 4,2014-03-22,flyers,1,4,reg,0,5v5,38.8,0,2,44,40,30,21,21,13
blues,71,Blues 1 at Penguins 0,2014-03-23,penguins,1,0,reg,2,5v5,46.3,1,0,44,46,34,25,22,22
blues,72,Blues 5 at Maple Leafs 3,2014-03-25,leafs,5,3,reg,2,5v5,50.8,3,2,71,34,59,25,44,19
blues,73,Wild 1 at Blues 5,2014-03-27,wild,5,1,reg,2,5v5,39.5,2,1,30,35,21,27,14,21
blues,74,Stars 4 at Blues 2,2014-03-29,stars,2,4,reg,0,5v5,46.0,0,4,47,30,35,26,28,21
blues,75,Flyers 0 at Blues 1 (SO),2014-04-01,flyers,1,0,SO,2,5v5,48.5,0,0,51,37,38,28,23,23
blues,76,Sabres 1 at Blues 2,2014-04-03,sabres,2,1,reg,2,5v5,51.0,2,0,62,36,43,26,27,20
blues,77,Avalanche 4 at Blues 0,2014-04-05,avalanche,0,4,reg,0,5v5,33.4,0,2,38,36,27,29,20,17
blues,78,Blues 2 at Blackhawks 4,2014-04-06,blackhawks,2,4,reg,0,5v5,45.0,1,3,32,47,26,37,20,27
blues,79,Capitals 4 at Blues 1,2014-04-08,capitals,1,4,reg,0,5v5,46.5,1,1,53,20,35,14,19,12
blues,80,Blues 2 at Wild 4,2014-04-10,wild,2,4,reg,0,5v5,41.3,0,3,47,15,41,14,29,10
blues,81,Blues 0 at Stars 3,2014-04-11,stars,0,3,reg,0,5v5,43.8,0,2,33,56,26,44,15,28
blues,82,Red Wings 3 at Blues 0,2014-04-13,wings,0,3,reg,0,5v5,46.9,0,3,37,36,26,29,21,17
lightning,1,Lightning 1 at Bruins 3,2013-10-03,bruins,1,3,reg,0,5v5,48.5,1,1,38,47,29,31,23,20
lightning,2,Lightning 3 at Blackhawks 2 (SO),2013-10-05,blackhawks,3,2,SO,2,5v5,49.4,1,1,34,48,17,39,12,29
lightning,3,Lightning 3 at Sabres 2 (OT),2013-10-08,sabres,3,2,OT,2,5v5,49.4,1,0,46,33,35,25,27,16
lightning,4,Panthers 2 at Lightning 7,2013-10-10,panthers,7,2,reg,2,5v5,41.7,4,1,39,26,26,20,19,15
lightning,5,Penguins 5 at Lightning 4,2013-10-12,penguins,4,5,reg,0,5v5,43.2,2,2,26,37,18,30,10,16
lightning,6,Kings 1 at Lightning 5,2013-10-15,kings,5,1,reg,2,5v5,43.7,4,1,36,44,27,35,20,21
lightning,7,Wild 1 at Lightning 3,2013-10-17,wild,3,1,reg,2,5v5,42.0,0,1,34,36,27,27,17,23
lightning,8,Bruins 5 at Lightning 0,2013-10-19,bruins,0,5,reg,0,5v5,44.8,0,5,29,26,24,19,17,13
lightning,9,Blackhawks 5 at Lightning 6 (OT),2013-10-24,blackhawks,6,5,OT,2,5v5,43.8,2,4,24,51,21,40,17,29
lightning,10,Sabres 2 at Lightning 3,2013-10-26,sabres,3,2,reg,2,5v5,41.3,2,2,42,23,33,18,26,14
lightning,11,Lightning 4 at Panthers 3 (SO),2013-10-27,panthers,4,3,SO,2,5v5,45.2,2,3,37,44,30,33,22,25
lightning,12,Lightning 1 at Devils 2,2013-10-29,devils,1,2,reg,0,5v5,48.5,0,1,23,28,18,23,13,17
lightning,13,Lightning 3 at Hurricanes 0,2013-11-01,hurricanes,3,0,reg,2,5v5,44.9,3,0,51,48,38,32,26,23
lightning,14,Blues 2 at Lightning 4,2013-11-02,blues,4,2,reg,2,5v5,44.6,4,2,41,38,28,28,21,21
lightning,15,Oilers 2 at Lightning 4,2013-11-07,oilers,4,2,reg,2,5v5,49.6,3,1,43,46,31,38,24,31
lightning,16,Lightning 3 at Red Wings 2 (OT),2013-11-09,wings,3,2,OT,2,5v5,46.5,2,2,47,35,39,23,27,19
lightning,17,Lightning 0 at Bruins 3,2013-11-11,bruins,0,3,reg,0,5v5,49.9,0,2,48,39,39,35,24,23
lightning,18,Lightning 2 at Canadiens 1 (SO),2013-11-12,canadiens,2,1,SO,2,5v5,49.5,1,1,62,44,43,34,35,20
lightning,19,Ducks 1 at Lightning 5,2013-11-14,ducks,5,1,reg,2,5v5,49.7,3,0,40,31,31,22,16,17
lightning,20,Lightning 3 at Coyotes 6,2013-11-16,coyotes,3,6,reg,0,5v5,49.9,2,3,44,36,36,27,24,22
lightning,21,Lightning 2 at Kings 5,2013-11-19,kings,2,5,reg,0,5v5,43.5,1,3,29,42,25,37,17,24
lightning,22,Lightning 1 at Sharks 5,2013-11-21,sharks,1,5,reg,0,5v5,53.6,1,5,60,56,48,47,34,31
lightning,23,Lightning 0 at Ducks 1 (OT),2013-11-22,ducks,0,1,OT,1,5v5,40.1,0,0,38,45,31,35,21,27
lightning,24,Rangers 0 at Lightning 5,2013-11-25,rangers,5,0,reg,2,5v5,43.0,5,0,33,54,27,33,22,25
lightning,25,Flyers 2 at Lightning 4,2013-11-27,flyers,4,2,reg,2,5v5,46.8,1,0,49,34,40,25,27,17
lightning,26,Penguins 3 at Lightning 0,2013-11-29,penguins,0,3,reg,0,5v5,48.8,0,1,41,43,28,32,15,21
lightning,27,Lightning 0 at Blue Jackets 1,2013-12-03,jackets,0,1,reg,0,5v5,52.6,0,1,37,38,29,28,22,18
lightning,28,Senators 1 at Lightning 3,2013-12-05,senators,3,1,reg,2,5v5,43.2,3,0,31,47,27,36,19,25
lightning,29,Jets 2 at Lightning 1 (OT),2013-12-07,jets,1,2,OT,1,5v5,48.0,1,1,50,35,40,29,26,21
lightning,30,Lightning 5 at Capitals 6 (SO),2013-12-10,capitals,5,6,SO,1,5v5,42.2,3,1,54,23,38,20,29,14
lightning,31,Red Wings 1 at Lightning 2 (SO),2013-12-12,wings,2,1,SO,2,5v5,45.2,1,1,40,35,34,25,22,16
lightning,32,Lightning 0 at Devils 3,2013-12-14,devils,0,3,reg,0,5v5,44.9,0,3,42,34,38,25,28,16
lightning,33,Lightning 3 at Red Wings 0,2013-12-15,wings,3,0,reg,2,5v5,48.9,2,0,43,43,33,30,25,21
lightning,34,Lightning 3 at Islanders 2 (SO),2013-12-17,islanders,3,2,SO,2,5v5,53.7,1,1,66,44,42,35,32,28
lightning,35,Predators 2 at Lightning 4,2013-12-19,predators,4,2,reg,2,5v5,42.0,3,1,54,34,39,28,29,20
lightning,36,Hurricanes 2 at Lightning 3 (OT),2013-12-21,hurricanes,3,2,OT,2,5v5,47.7,1,1,62,44,49,33,41,22
lightning,37,Lightning 6 at Panthers 1,2013-12-23,panthers,6,1,reg,2,5v5,48.3,5,0,52,31,42,27,30,25
lightning,38,Canadiens 2 at Lightning 1 (SO),2013-12-28,canadiens,1,2,SO,1,5v5,48.0,1,1,45,42,32,37,20,20
lightning,39,Rangers 4 at Lightning 3,2013-12-29,rangers,3,4,reg,0,5v5,52.3,2,1,58,37,45,28,36,25
lightning,40,Lightning 4 at Canucks 2,2014-01-01,canucks,4,2,reg,2,5v5,47.6,3,2,52,49,37,40,30,24
lightning,41,Lightning 2 at Flames 0,2014-01-03,flames,2,0,reg,2,5v5,41.8,2,0,40,41,29,25,18,14
lightning,42,Lightning 3 at Oilers 5,2014-01-05,oilers,3,5,reg,0,5v5,48.1,2,3,53,34,42,27,23,18
lightning,43,Lightning 4 at Jets 2,2014-01-07,jets,4,2,reg,2,5v5,43.1,2,0,47,28,33,16,23,12
lightning,44,Capitals 4 at Lightning 3,2014-01-09,capitals,3,4,reg,0,5v5,52.7,3,2,49,47,38,32,31,15
lightning,45,Lightning 6 at Flyers 3,2014-01-11,flyers,6,3,reg,2,5v5,47.5,5,2,35,57,29,44,21,29
lightning,46,Lightning 2 at Blue Jackets 3,2014-01-13,jackets,2,3,reg,0,5v5,42.1,1,1,36,44,27,34,21,21
lightning,47,Lightning 2 at Rangers 1,2014-01-14,rangers,2,1,reg,2,5v5,52.4,1,1,44,52,27,38,21,29
lightning,48,Islanders 2 at Lightning 1 (SO),2014-01-16,islanders,1,2,SO,1,5v5,50.0,0,0,45,38,37,27,25,19
lightning,49,Sharks 5 at Lightning 4,2014-01-18,sharks,4,5,reg,0,5v5,52.6,2,3,50,50,39,39,24,29
lightning,50,Lightning 5 at Hurricanes 3,2014-01-19,hurricanes,5,3,reg,2,5v5,47.2,4,2,34,76,27,54,22,39
lightning,51,Senators 3 at Lightning 4 (SO),2014-01-23,senators,4,3,SO,2,5v5,53.3,2,1,39,65,36,43,30,28
lightning,52,Avalanche 2 at Lightning 5,2014-01-25,avalanche,5,2,reg,2,5v5,47.9,5,2,47,52,32,39,22,25
lightning,53,Lightning 2 at Maple Leafs 3,2014-01-28,leafs,2,3,reg,0,5v5,46.3,2,3,53,47,43,34,30,21
lightning,54,Lightning 3 at Senators 5,2014-01-30,senators,3,5,reg,0,5v5,48.2,1,5,45,44,33,31,26,22
lightning,55,Lightning 2 at Canadiens 1 (OT),2014-02-01,canadiens,2,1,OT,2,5v5,44.9,0,1,48,36,35,26,26,17
lightning,56,Lightning 1 at Wild 2,2014-02-04,wild,1,2,reg,0,5v5,50.4,1,1,48,33,39,24,32,17
lightning,57,Maple Leafs 4 at Lightning 1,2014-02-06,leafs,1,4,reg,0,5v5,55.8,1,3,70,50,52,42,32,31
lightning,58,Red Wings 2 at Lightning 4,2014-02-08,wings,4,2,reg,2,5v5,51.1,2,2,37,52,28,41,20,28
lightning,59,Lightning 2 at Predators 3,2014-02-27,predators,2,3,reg,0,5v5,46.4,1,0,27,39,19,29,12,22
lightning,60,Lightning 4 at Stars 2,2014-03-01,stars,4,2,reg,2,5v5,47.8,4,2,36,66,28,45,19,30
lightning,61,Lightning 3 at Avalanche 6,2014-03-02,avalanche,3,6,reg,0,5v5,47.4,3,3,51,48,42,35,33,26
lightning,62,Lightning 2 at Blues 4,2014-03-04,blues,2,4,reg,0,5v5,48.3,1,2,30,46,23,31,13,22
lightning,63,Sabres 3 at Lightning 1,2014-03-06,sabres,1,3,reg,0,5v5,50.4,0,3,76,35,56,30,39,19
lightning,64,Bruins 4 at Lightning 3 (SO),2014-03-08,bruins,3,4,SO,1,5v5,52.0,2,3,29,47,23,34,14,22
lightning,65,Coyotes 4 at Lightning 3 (SO),2014-03-10,coyotes,3,4,SO,1,5v5,47.2,1,2,44,46,27,33,19,17
lightning,66,Panthers 4 at Lightning 5,2014-03-13,panthers,5,4,reg,2,5v5,49.8,4,2,45,37,34,30,22,21
lightning,67,Devils 0 at Lightning 3,2014-03-15,devils,3,0,reg,2,5v5,49.3,2,0,38,35,31,28,24,19
lightning,68,Canucks 3 at Lightning 4,2014-03-17,canucks,4,3,reg,2,5v5,46.7,2,1,46,36,34,25,25,19
lightning,69,Lightning 5 at Maple Leafs 3,2014-03-19,leafs,5,3,reg,2,5v5,42.7,3,3,51,45,39,35,23,27
lightning,70,Lightning 5 at Senators 4,2014-03-20,senators,5,4,reg,2,5v5,42.0,3,1,20,48,15,33,14,23
lightning,71,Lightning 3 at Penguins 4 (OT),2014-03-22,penguins,3,4,OT,1,5v5,48.8,2,1,30,30,24,22,19,14
lightning,72,Senators 4 at Lightning 3 (SO),2014-03-24,senators,3,4,SO,1,5v5,43.6,1,3,38,51,33,35,22,23
lightning,73,Islanders 2 at Lightning 3 (SO),2014-03-27,islanders,3,2,SO,2,5v5,51.1,2,2,44,40,32,29,24,22
lightning,74,Lightning 4 at Sabres 3 (OT),2014-03-29,sabres,4,3,OT,2,5v5,48.8,2,2,48,43,35,32,25,25
lightning,75,Lightning 2 at Red Wings 3,2014-03-30,wings,2,3,reg,0,5v5,45.4,2,2,33,38,27,31,19,27
lightning,76,Canadiens 1 at Lightning 3,2014-04-01,canadiens,3,1,reg,2,5v5,39.4,0,1,40,35,29,31,21,23
lightning,77,Flames 4 at Lightning 1,2014-04-03,flames,1,4,reg,0,5v5,50.2,1,2,57,35,37,27,27,20
